transaction_id,account_id,timestamp,amount,transaction_type,merchant_category,device_id,is_fraud_individual
2987059,acc_00058,2026-06-02 00:19:17,35.95,purchase,W,unknown_device,False
2987060,acc_00059,2026-06-02 00:19:41,2454.0,purchase,W,unknown_device,False
2987061,acc_00046,2026-06-02 00:19:56,58.95,purchase,W,unknown_device,False
2987062,acc_00060,2026-06-02 00:20:01,200.0,purchase,W,unknown_device,False
2987063,acc_00061,2026-06-02 00:20:04,80.0,purchase,W,unknown_device,False
2987064,acc_00062,2026-06-02 00:20:11,250.0,purchase,W,unknown_device,False
2987065,acc_00063,2026-06-02 00:20:50,114.95,purchase,W,unknown_device,False
2987066,acc_00064,2026-06-02 00:21:00,300.0,purchase,H,Windows,False
2987067,acc_00065,2026-06-02 00:21:04,445.0,purchase,W,unknown_device,False
2987068,acc_00066,2026-06-02 00:21:07,3.081,purchase,C,unknown_device,False
2987069,acc_00013,2026-06-02 00:22:05,20.0,purchase,S,unknown_device,False
2987070,acc_00067,2026-06-02 00:22:15,100.0,purchase,H,iOS Device,False
2987071,acc_00068,2026-06-02 00:22:16,59.0,purchase,W,unknown_device,False
2987072,acc_00069,2026-06-02 00:22:32,6.767,purchase,C,BLADE A602 Build/MRA58K,False
2987073,acc_00055,2026-06-02 00:22:39,554.0,purchase,W,unknown_device,False
2987074,acc_00048,2026-06-02 00:22:55,27.793,purchase,C,Windows,False
2987075,acc_00036,2026-06-02 00:22:59,68.5,purchase,W,unknown_device,False
2987076,acc_00070,2026-06-02 00:23:07,36.95,purchase,W,unknown_device,False
2987077,acc_00062,2026-06-02 00:23:13,280.0,purchase,W,unknown_device,False
2987078,acc_00071,2026-06-02 00:23:45,300.0,purchase,W,unknown_device,False
2987079,acc_00072,2026-06-02 00:23:59,28.699,purchase,C,unknown_device,False
2987080,acc_00073,2026-06-02 00:24:16,60.0,purchase,W,unknown_device,False
2987081,acc_00063,2026-06-02 00:24:28,104.95,purchase,W,unknown_device,False
2987082,acc_00074,2026-06-02 00:24:59,280.0,purchase,W,unknown_device,False
2987083,acc_00075,2026-06-02 00:25:24,411.95,purchase,W,unknown_device,False
2987084,acc_00076,2026-06-02 00:25:28,125.674,purchase,C,Windows,False
2987085,acc_00048,2026-06-02 00:25:35,42.596,purchase,C,unknown_device,False
2987086,acc_00077,2026-06-02 00:25:50,44.5,purchase,W,unknown_device,False
2987087,acc_00078,2026-06-02 00:26:44,88.95,purchase,W,unknown_device,False
2987088,acc_00079,2026-06-02 00:27:01,140.0,purchase,W,unknown_device,False
2987089,acc_00063,2026-06-02 00:27:22,318.95,purchase,W,unknown_device,False
2987090,acc_00048,2026-06-02 00:27:26,77.821,purchase,C,unknown_device,False
2987091,acc_00080,2026-06-02 00:27:33,107.0,purchase,W,unknown_device,False
2987092,acc_00081,2026-06-02 00:27:34,117.0,purchase,W,unknown_device,False
2987093,acc_00082,2026-06-02 00:27:50,50.0,purchase,H,Windows,False
2987094,acc_00083,2026-06-02 00:28:27,527.0,purchase,W,unknown_device,False
2987095,acc_00084,2026-06-02 00:28:40,59.0,purchase,W,unknown_device,False
2987096,acc_00085,2026-06-02 00:28:51,108.5,purchase,W,unknown_device,False
2987097,acc_00086,2026-06-02 00:29:07,21.5,purchase,W,unknown_device,False
2987098,acc_00087,2026-06-02 00:29:09,159.0,purchase,W,unknown_device,False
2987099,acc_00088,2026-06-02 00:29:22,75.0,purchase,R,iOS Device,False
2987100,acc_00089,2026-06-02 00:29:29,100.0,purchase,H,SM-G930V Build/NRD90M,False
2987101,acc_00090,2026-06-02 00:29:34,25.0,purchase,H,MacOS,False
2987102,acc_00091,2026-06-02 00:29:38,42.95,purchase,W,unknown_device,False
2987103,acc_00053,2026-06-02 00:29:44,47.95,purchase,W,unknown_device,False
2987104,acc_00089,2026-06-02 00:30:08,100.0,purchase,H,SM-G930V Build/NRD90M,False
2987105,acc_00048,2026-06-02 00:30:29,5.075,purchase,C,XT1635-02 Build/NPN26.118-22-2,False
2987106,acc_00092,2026-06-02 00:30:30,92.0,purchase,W,unknown_device,False
2987107,acc_00093,2026-06-02 00:30:58,226.0,purchase,W,unknown_device,False
2987108,acc_00094,2026-06-02 00:31:43,150.0,purchase,H,unknown_device,False
2987109,acc_00095,2026-06-02 00:32:26,107.95,purchase,W,unknown_device,False
2987110,acc_00096,2026-06-02 00:33:00,1153.95,purchase,W,unknown_device,False
2987111,acc_00069,2026-06-02 00:33:03,18.186,purchase,C,Windows,False
2987112,acc_00097,2026-06-02 00:33:14,210.95,purchase,W,unknown_device,False
2987113,acc_00048,2026-06-02 00:33:24,11.782,purchase,C,unknown_device,False
2987114,acc_00098,2026-06-02 00:33:24,4.433,purchase,C,Windows,False
2987115,acc_00099,2026-06-02 00:33:30,75.0,purchase,W,unknown_device,False
2987116,acc_00100,2026-06-02 00:33:55,34.0,purchase,W,synthetic_device_ring_001,False
2987117,acc_00101,2026-06-02 00:34:00,200.0,purchase,W,unknown_device,False
2987118,acc_00048,2026-06-02 00:34:31,11.782,purchase,C,unknown_device,False
2987119,acc_00102,2026-06-02 00:48:44,100.0,purchase,H,MacOS,False
2987120,acc_00103,2026-06-02 00:35:07,59.0,purchase,W,unknown_device,False
2987121,acc_00104,2026-06-02 00:35:17,50.0,purchase,H,MacOS,False
2987122,acc_00105,2026-06-02 00:35:38,80.0,purchase,W,unknown_device,False
2987123,acc_00106,2026-06-02 00:35:49,59.0,purchase,W,unknown_device,False
2987124,acc_00107,2026-06-02 00:35:54,58.95,purchase,W,unknown_device,False
2987125,acc_00104,2026-06-02 00:35:56,50.0,purchase,H,MacOS,False
2987126,acc_00108,2026-06-02 00:36:19,87.95,purchase,W,unknown_device,False
2987127,acc_00095,2026-06-02 00:36:26,107.95,purchase,W,unknown_device,False
2987128,acc_00109,2026-06-02 00:36:29,57.95,purchase,W,unknown_device,False
2987129,acc_00110,2026-06-02 00:36:47,50.0,purchase,W,unknown_device,False
2987130,acc_00040,2026-06-02 00:36:59,70.933,purchase,C,Windows,False
2987131,acc_00111,2026-06-02 00:37:08,444.61,purchase,W,unknown_device,False
2987132,acc_00112,2026-06-02 00:37:18,757.07,purchase,W,unknown_device,False
2987133,acc_00113,2026-06-02 00:37:27,2594.95,purchase,W,unknown_device,False
2987134,acc_00114,2026-06-02 00:37:37,117.0,purchase,W,unknown_device,False
2987135,acc_00115,2026-06-02 00:37:51,3000.0,purchase,W,unknown_device,False
2987136,acc_00116,2026-06-02 00:38:08,30.0,purchase,W,unknown_device,False
2987137,acc_00117,2026-06-02 00:38:24,56.95,purchase,W,unknown_device,False
2987138,acc_00118,2026-06-02 00:38:45,100.0,purchase,H,Windows,False
2987139,acc_00119,2026-06-02 00:38:55,129.299,purchase,C,unknown_device,False
2987140,acc_00120,2026-06-02 00:39:03,208.43,purchase,W,unknown_device,False
2987141,acc_00121,2026-06-02 00:39:15,200.0,purchase,R,MacOS,False
2987142,acc_00048,2026-06-02 00:39:37,23.806,purchase,C,unknown_device,False
2987143,acc_00122,2026-06-02 00:39:38,100.0,purchase,W,unknown_device,False
2987144,acc_00121,2026-06-02 00:40:03,200.0,purchase,R,MacOS,False
2987145,acc_00123,2026-06-02 00:40:05,100.0,purchase,R,iOS Device,False
2987146,acc_00048,2026-06-02 00:40:18,23.806,purchase,C,unknown_device,False
2987147,acc_00108,2026-06-02 00:40:19,25.95,purchase,W,unknown_device,False
2987148,acc_00124,2026-06-02 00:40:42,30.0,purchase,H,iOS Device,False
2987149,acc_00107,2026-06-02 00:40:49,43.95,purchase,W,unknown_device,False
2987150,acc_00125,2026-06-02 00:41:20,117.0,purchase,W,unknown_device,False
2987151,acc_00126,2026-06-02 00:41:37,49.0,purchase,W,unknown_device,False
2987152,acc_00113,2026-06-02 00:41:47,587.82,purchase,W,unknown_device,False
2987153,acc_00080,2026-06-02 00:41:50,29.0,purchase,W,unknown_device,False
2987154,acc_00127,2026-06-02 00:41:52,35.95,purchase,W,unknown_device,False
2987155,acc_00128,2026-06-02 00:42:23,479.95,purchase,W,unknown_device,False
2987156,acc_00129,2026-06-02 00:42:45,50.0,purchase,R,Windows,False
2987157,acc_00130,2026-06-02 00:43:17,30.0,purchase,W,unknown_device,False
2987158,acc_00131,2026-06-02 00:43:17,171.0,purchase,W,unknown_device,False
2987159,acc_00063,2026-06-02 00:44:32,92.95,purchase,W,unknown_device,False
2987160,acc_00028,2026-06-02 00:44:35,29.0,purchase,W,unknown_device,False
2987161,acc_00093,2026-06-02 00:44:45,107.95,purchase,W,unknown_device,False
2987162,acc_00132,2026-06-02 00:44:55,100.0,purchase,W,unknown_device,False
2987163,acc_00063,2026-06-02 00:45:03,973.95,purchase,W,unknown_device,False
2987164,acc_00133,2026-06-02 00:45:33,34.0,purchase,W,unknown_device,False
2987165,acc_00134,2026-06-02 00:45:34,39.0,purchase,W,unknown_device,False
2987166,acc_00135,2026-06-02 00:45:47,26.5,purchase,W,unknown_device,False
2987167,acc_00136,2026-06-02 00:53:09,100.0,purchase,H,Windows,False
2987168,acc_00097,2026-06-02 00:46:20,36.95,purchase,W,unknown_device,False
2987169,acc_00137,2026-06-02 00:46:25,100.0,purchase,W,unknown_device,False
2987170,acc_00138,2026-06-02 00:46:29,20.0,purchase,W,unknown_device,False
2987171,acc_00139,2026-06-02 00:46:51,34.0,purchase,W,unknown_device,False
2987172,acc_00140,2026-06-02 00:47:05,159.95,purchase,W,unknown_device,False
2987173,acc_00141,2026-06-02 00:47:10,25.0,purchase,H,iOS Device,False
2987174,acc_00093,2026-06-02 00:47:30,107.95,purchase,W,unknown_device,False
2987175,acc_00111,2026-06-02 00:47:48,117.0,purchase,W,unknown_device,False
2987176,acc_00142,2026-06-02 00:48:03,39.0,purchase,W,unknown_device,False
2987177,acc_00045,2026-06-02 00:49:01,306.47,purchase,W,unknown_device,False
2987178,acc_00143,2026-06-02 00:49:32,445.0,purchase,W,unknown_device,False
2987179,acc_00097,2026-06-02 00:49:53,424.95,purchase,W,unknown_device,False
2987180,acc_00144,2026-06-02 00:50:04,83.95,purchase,W,unknown_device,False
2987181,acc_00145,2026-06-02 00:50:37,171.0,purchase,W,unknown_device,False
2987182,acc_00097,2026-06-02 00:50:39,311.95,purchase,W,unknown_device,False
2987183,acc_00146,2026-06-02 00:50:57,200.0,purchase,H,Z970,False
2987184,acc_00147,2026-06-02 00:51:06,112.99,purchase,W,unknown_device,False
2987185,acc_00148,2026-06-02 00:51:23,359.91,purchase,W,unknown_device,False
2987186,acc_00149,2026-06-02 00:51:53,117.0,purchase,W,unknown_device,False
2987187,acc_00150,2026-06-02 00:52:22,50.0,purchase,W,unknown_device,False
2987188,acc_00013,2026-06-02 00:52:25,12.0,purchase,S,unknown_device,False
2987189,acc_00151,2026-06-02 00:52:41,57.399,purchase,C,Windows,False
2987190,acc_00152,2026-06-02 00:52:45,32.325,purchase,C,unknown_device,False
2987191,acc_00153,2026-06-02 00:53:17,26.5,purchase,W,unknown_device,False
2987192,acc_00154,2026-06-02 00:53:20,5.982,purchase,C,Windows,False
2987193,acc_00072,2026-06-02 00:53:31,28.699,purchase,C,unknown_device,False
2987194,acc_00155,2026-06-02 00:53:44,1486.44,purchase,W,unknown_device,False
2987195,acc_00156,2026-06-02 00:53:45,59.0,purchase,W,unknown_device,False
2987196,acc_00157,2026-06-02 00:53:53,8.641,purchase,C,Windows,False
2987197,acc_00158,2026-06-02 00:54:23,66.0,purchase,H,iOS Device,False
2987198,acc_00159,2026-06-02 00:54:23,15.0,purchase,H,iOS Device,False
2987199,acc_00048,2026-06-02 00:54:25,19.455,purchase,C,unknown_device,False
2987200,acc_00126,2026-06-02 00:54:26,34.0,purchase,W,unknown_device,False
2987201,acc_00160,2026-06-02 00:54:59,2547.46,purchase,W,unknown_device,False
2987202,acc_00161,2026-06-02 00:55:19,47.95,purchase,W,unknown_device,False
2987203,acc_00162,2026-06-02 00:56:00,445.0,purchase,W,unknown_device,True
2987204,acc_00163,2026-06-02 00:56:25,47.95,purchase,W,unknown_device,False
2987205,acc_00164,2026-06-02 00:56:33,28.699,purchase,C,unknown_device,False
2987206,acc_00165,2026-06-02 00:56:33,39.0,purchase,W,unknown_device,False
2987207,acc_00166,2026-06-02 00:57:08,25.0,purchase,H,iOS Device,False
2987208,acc_00167,2026-06-02 00:57:14,120.95,purchase,W,unknown_device,False
2987209,acc_00168,2026-06-02 00:57:16,21.993,purchase,C,Windows,False
2987210,acc_00169,2026-06-02 00:57:17,2948.95,purchase,W,unknown_device,False
2987211,acc_00170,2026-06-02 00:57:20,15.0,purchase,H,SM-N920V Build/NRD90M,False
2987212,acc_00171,2026-06-02 00:57:24,117.0,purchase,W,unknown_device,False
2987213,acc_00172,2026-06-02 00:57:47,499.95,purchase,W,unknown_device,False
2987214,acc_00173,2026-06-02 00:57:58,99.0,purchase,W,unknown_device,False
2987215,acc_00041,2026-06-02 00:58:06,209.95,purchase,W,unknown_device,False
2987216,acc_00174,2026-06-02 00:58:36,100.0,purchase,W,unknown_device,False
2987217,acc_00175,2026-06-02 00:58:44,15.0,purchase,W,unknown_device,False
2987218,acc_00176,2026-06-02 00:58:50,117.0,purchase,W,unknown_device,False
2987219,acc_00177,2026-06-02 00:58:51,50.0,purchase,W,unknown_device,False
2987220,acc_00178,2026-06-02 00:59:00,49.0,purchase,W,unknown_device,False
2987221,acc_00179,2026-06-02 00:59:01,68.5,purchase,W,unknown_device,False
2987222,acc_00180,2026-06-02 00:59:02,590.4,purchase,W,synthetic_device_ring_001,False
2987223,acc_00181,2026-06-02 00:59:08,54.0,purchase,W,unknown_device,False
2987224,acc_00182,2026-06-02 00:59:26,67.95,purchase,W,unknown_device,False
2987225,acc_00183,2026-06-02 00:59:29,43.0,purchase,W,unknown_device,False
2987226,acc_00184,2026-06-02 00:59:49,39.0,purchase,W,unknown_device,False
2987227,acc_00185,2026-06-02 00:59:50,1973.0,purchase,W,unknown_device,False
2987228,acc_00186,2026-06-02 01:00:14,75.0,purchase,W,unknown_device,False
2987229,acc_00187,2026-06-02 01:00:34,49.0,purchase,W,unknown_device,False
2987230,acc_00188,2026-06-02 01:01:24,107.95,purchase,W,synthetic_device_ring_002,False
2987231,acc_00189,2026-06-02 01:01:25,474.95,purchase,W,unknown_device,False
2987232,acc_00190,2026-06-02 01:01:38,25.95,purchase,W,unknown_device,False
2987233,acc_00173,2026-06-02 01:01:50,116.0,purchase,W,unknown_device,False
2987234,acc_00191,2026-06-02 01:01:51,150.5,purchase,W,unknown_device,False
2987235,acc_00192,2026-06-02 01:02:27,50.0,purchase,W,unknown_device,False
2987236,acc_00131,2026-06-02 01:02:29,30.0,purchase,H,iOS Device,False
2987237,acc_00193,2026-06-02 01:02:36,200.0,purchase,W,unknown_device,False
2987238,acc_00063,2026-06-02 01:02:43,226.0,purchase,W,unknown_device,False
2987239,acc_00194,2026-06-02 01:02:58,171.0,purchase,W,unknown_device,False
2987240,acc_00195,2026-06-02 01:03:13,37.098,purchase,C,Redmi Note 4 Build/MMB29M,True
2987241,acc_00196,2026-06-02 01:03:52,250.0,purchase,W,unknown_device,False
2987242,acc_00197,2026-06-02 01:04:04,24.95,purchase,W,unknown_device,False
2987243,acc_00195,2026-06-02 01:04:06,37.098,purchase,C,Redmi Note 4 Build/MMB29M,True
2987244,acc_00198,2026-06-02 01:04:54,15.0,purchase,W,unknown_device,False
2987245,acc_00195,2026-06-02 01:04:55,37.098,purchase,C,Redmi Note 4 Build/MMB29M,True
2987246,acc_00156,2026-06-02 01:04:59,50.0,purchase,W,unknown_device,False
2987247,acc_00199,2026-06-02 01:05:08,58.95,purchase,W,unknown_device,False
2987248,acc_00200,2026-06-02 01:05:25,50.0,purchase,H,iOS Device,False
2987249,acc_00201,2026-06-02 01:05:27,78.95,purchase,W,unknown_device,False
2987250,acc_00202,2026-06-02 01:05:32,289.95,purchase,W,unknown_device,False
2987251,acc_00174,2026-06-02 01:06:05,100.0,purchase,W,unknown_device,False
2987252,acc_00157,2026-06-02 01:06:06,48.638,purchase,C,Windows,False
2987253,acc_00203,2026-06-02 01:06:10,200.0,purchase,W,unknown_device,False
2987254,acc_00204,2026-06-02 01:06:32,54.5,purchase,W,unknown_device,False
2987255,acc_00093,2026-06-02 01:07:20,54.0,purchase,W,unknown_device,False
2987256,acc_00205,2026-06-02 01:07:21,108.95,purchase,W,unknown_device,False
2987257,acc_00206,2026-06-02 01:07:25,2038.95,purchase,W,unknown_device,False
2987258,acc_00157,2026-06-02 01:07:58,48.638,purchase,C,Windows,False
2987259,acc_00207,2026-06-02 01:08:00,42.596,purchase,C,unknown_device,False
2987260,acc_00208,2026-06-02 01:08:07,34.5,purchase,W,unknown_device,False
2987261,acc_00209,2026-06-02 01:08:12,59.0,purchase,W,unknown_device,False
2987262,acc_00210,2026-06-02 01:08:24,55.829,purchase,C,Windows,False
2987263,acc_00211,2026-06-02 01:08:35,385.78,purchase,W,unknown_device,False
2987264,acc_00212,2026-06-02 01:08:45,48.95,purchase,W,unknown_device,False
2987265,acc_00213,2026-06-02 01:09:41,50.0,purchase,H,iOS Device,False
2987266,acc_00011,2026-06-02 01:09:41,48.578,purchase,C,Windows,False
2987267,acc_00214,2026-06-02 01:09:53,29.0,purchase,W,unknown_device,False
2987268,acc_00215,2026-06-02 01:10:08,30.95,purchase,W,unknown_device,False
2987269,acc_00216,2026-06-02 01:10:10,25.0,purchase,W,unknown_device,False
2987270,acc_00213,2026-06-02 01:10:30,50.0,purchase,H,iOS Device,False
2987271,acc_00217,2026-06-02 01:10:35,50.0,purchase,R,Windows,False
2987272,acc_00218,2026-06-02 01:10:52,25.0,purchase,W,unknown_device,False
2987273,acc_00219,2026-06-02 01:10:55,200.0,purchase,H,iOS Device,False
2987274,acc_00220,2026-06-02 01:11:55,222.0,purchase,W,unknown_device,False
2987275,acc_00022,2026-06-02 01:12:03,25.0,purchase,H,MacOS,False
2987276,acc_00221,2026-06-02 01:12:05,450.95,purchase,W,unknown_device,False
2987277,acc_00222,2026-06-02 01:13:25,30.0,purchase,W,unknown_device,False
2987278,acc_00167,2026-06-02 01:13:27,120.95,purchase,W,unknown_device,False
2987279,acc_00131,2026-06-02 01:13:28,59.0,purchase,W,unknown_device,False
2987280,acc_00223,2026-06-02 01:13:29,50.0,purchase,W,unknown_device,False
2987281,acc_00224,2026-06-02 01:13:35,30.0,purchase,S,Windows,False
2987282,acc_00225,2026-06-02 01:13:48,50.0,purchase,W,unknown_device,False
2987283,acc_00226,2026-06-02 01:13:55,57.95,purchase,W,unknown_device,False
2987284,acc_00227,2026-06-02 01:14:47,18.73,purchase,C,Windows,False
2987285,acc_00100,2026-06-02 01:14:52,34.0,purchase,W,synthetic_device_ring_001,False
2987286,acc_00228,2026-06-02 01:15:46,72.99,purchase,W,unknown_device,False
2987287,acc_00229,2026-06-02 01:16:13,25.014,purchase,C,unknown_device,False
2987288,acc_00230,2026-06-02 01:16:26,155.521,purchase,C,unknown_device,True
2987289,acc_00231,2026-06-02 01:16:51,107.95,purchase,W,unknown_device,False
2987290,acc_00232,2026-06-02 01:16:51,30.0,purchase,W,unknown_device,False
2987291,acc_00233,2026-06-02 01:17:14,26.5,purchase,W,unknown_device,False
2987292,acc_00234,2026-06-02 01:17:41,15.0,purchase,W,unknown_device,False
2987293,acc_00063,2026-06-02 01:18:39,117.0,purchase,W,unknown_device,False
2987294,acc_00117,2026-06-02 01:18:44,59.0,purchase,W,unknown_device,False
2987295,acc_00235,2026-06-02 01:18:49,112.0,purchase,W,unknown_device,False
2987296,acc_00236,2026-06-02 01:19:05,160.5,purchase,W,unknown_device,False
2987297,acc_00237,2026-06-02 01:19:20,200.0,purchase,W,unknown_device,False
2987298,acc_00026,2026-06-02 01:19:28,107.95,purchase,W,unknown_device,False
2987299,acc_00238,2026-06-02 01:19:32,72.99,purchase,W,unknown_device,False
2987300,acc_00157,2026-06-02 01:19:33,48.638,purchase,C,unknown_device,False
2987301,acc_00239,2026-06-02 01:19:48,20.905,purchase,C,Lenovo PB1-750M Build/S100,False
2987302,acc_00157,2026-06-02 01:20:15,48.638,purchase,C,unknown_device,False
2987303,acc_00240,2026-06-02 01:20:20,1351.55,purchase,W,unknown_device,False
2987304,acc_00241,2026-06-02 01:20:44,554.0,purchase,W,unknown_device,False
2987305,acc_00157,2026-06-02 01:20:57,48.638,purchase,C,unknown_device,False
2987306,acc_00007,2026-06-02 01:22:03,20.0,purchase,W,unknown_device,False
2987307,acc_00242,2026-06-02 01:22:10,159.95,purchase,W,unknown_device,False
2987308,acc_00243,2026-06-02 01:22:13,25.95,purchase,W,unknown_device,False
2987309,acc_00244,2026-06-02 01:22:19,25.95,purchase,W,unknown_device,False
2987310,acc_00245,2026-06-02 01:22:19,105.0,purchase,W,unknown_device,False
2987311,acc_00246,2026-06-02 01:22:23,50.0,purchase,H,MacOS,False
2987312,acc_00247,2026-06-02 01:22:26,25.0,purchase,W,unknown_device,False
2987313,acc_00248,2026-06-02 01:22:33,83.95,purchase,W,unknown_device,False
2987314,acc_00249,2026-06-02 01:22:39,54.0,purchase,W,unknown_device,False
2987315,acc_00250,2026-06-02 01:23:34,364.95,purchase,W,unknown_device,False
2987316,acc_00048,2026-06-02 01:23:42,19.576,purchase,C,Windows,False
2987317,acc_00251,2026-06-02 01:23:52,335.0,purchase,W,unknown_device,False
2987318,acc_00252,2026-06-02 01:25:04,39.0,purchase,W,unknown_device,False
2987319,acc_00253,2026-06-02 01:25:15,300.0,purchase,R,unknown_device,False
2987320,acc_00254,2026-06-02 01:25:18,82.95,purchase,W,synthetic_device_ring_001,False
2987321,acc_00255,2026-06-02 01:25:44,108.5,purchase,W,unknown_device,False
2987322,acc_00256,2026-06-02 01:26:03,219.95,purchase,W,unknown_device,False
2987323,acc_00257,2026-06-02 01:26:15,107.95,purchase,W,unknown_device,False
2987324,acc_00258,2026-06-02 01:26:17,412.73,purchase,W,unknown_device,False
2987325,acc_00259,2026-06-02 01:26:38,354.95,purchase,W,unknown_device,False
2987326,acc_00260,2026-06-02 01:26:50,107.95,purchase,W,unknown_device,False
2987327,acc_00261,2026-06-02 01:26:54,125.0,purchase,H,Windows,False
2987328,acc_00154,2026-06-02 01:28:04,16.857,purchase,C,Windows,False
2987329,acc_00262,2026-06-02 01:28:11,160.5,purchase,W,unknown_device,False
2987330,acc_00201,2026-06-02 01:28:26,25.0,purchase,W,unknown_device,False
2987331,acc_00263,2026-06-02 01:28:44,105.95,purchase,W,unknown_device,False
2987332,acc_00264,2026-06-02 01:29:18,100.0,purchase,R,iOS Device,False
2987333,acc_00097,2026-06-02 01:29:20,30.0,purchase,H,Windows,False
2987334,acc_00265,2026-06-02 01:29:50,524.0,purchase,W,unknown_device,False
2987335,acc_00264,2026-06-02 01:30:04,100.0,purchase,R,iOS Device,False
2987336,acc_00264,2026-06-02 01:30:24,100.0,purchase,R,iOS Device,False
