account_a,account_b,shared_attribute,attribute_value,min_gap_minutes,burst_score
acc_00016,acc_01452,device_id,MacOS,1069.2666666666667,0.0009343465802915162
acc_00090,acc_00102,device_id,MacOS,19.166666666666668,0.04958677685950413
acc_00090,acc_00104,device_id,MacOS,5.716666666666667,0.1488833746898263
acc_00090,acc_00121,device_id,MacOS,9.683333333333334,0.093603744149766
acc_00090,acc_00246,device_id,MacOS,52.81666666666667,0.018581604211830288
acc_00090,acc_00279,device_id,MacOS,66.4,0.014836795252225518
acc_00090,acc_00294,device_id,MacOS,72.25,0.013651877133105802
acc_00090,acc_00302,device_id,MacOS,75.0,0.013157894736842105
acc_00090,acc_00303,device_id,MacOS,75.45,0.013080444735120994
acc_00090,acc_00364,device_id,MacOS,107.46666666666667,0.009219422249539028
acc_00090,acc_00378,device_id,MacOS,117.98333333333333,0.008404538450763412
acc_00090,acc_00388,device_id,MacOS,123.56666666666666,0.008027829810008028
acc_00090,acc_00445,device_id,MacOS,158.13333333333333,0.006284038542103058
acc_00090,acc_00485,device_id,MacOS,193.46666666666667,0.005142269454919438
acc_00090,acc_00488,device_id,MacOS,195.16666666666666,0.005097706032285472
acc_00090,acc_00510,device_id,MacOS,205.23333333333332,0.004848876676903185
acc_00090,acc_00519,device_id,MacOS,108.58333333333333,0.009125475285171103
acc_00090,acc_00564,device_id,MacOS,258.73333333333335,0.0038501026694045173
acc_00090,acc_00795,device_id,MacOS,735.8833333333333,0.0013570669260172348
acc_00090,acc_00848,device_id,MacOS,766.6166666666667,0.0013027335692728575
acc_00090,acc_00862,device_id,MacOS,776.4,0.0012863390789812194
acc_00090,acc_00875,device_id,MacOS,784.05,0.001273804216291956
acc_00090,acc_00905,device_id,MacOS,803.95,0.0012423131871544817
acc_00090,acc_01000,device_id,MacOS,863.5333333333333,0.0011566933991363356
acc_00090,acc_01026,device_id,MacOS,875.8,0.0011405109489051096
acc_00090,acc_01186,device_id,MacOS,941.4833333333333,0.0010610267201895702
acc_00090,acc_01201,device_id,MacOS,947.6166666666667,0.0010541665934606533
acc_00090,acc_01239,device_id,MacOS,961.9833333333333,0.0010384395714706034
acc_00090,acc_01282,device_id,MacOS,977.1166666666667,0.0010223729275648781
acc_00090,acc_01286,device_id,MacOS,980.7,0.0010186411327289396
acc_00090,acc_01315,device_id,MacOS,991.45,0.0010076074361428787
acc_00090,acc_01358,device_id,MacOS,1007.7166666666667,0.0009913586570394727
acc_00090,acc_01376,device_id,MacOS,1013.4666666666667,0.0009857396333048565
acc_00090,acc_01418,device_id,MacOS,1032.7666666666667,0.0009673362783348919
acc_00090,acc_01436,device_id,MacOS,1037.6666666666667,0.000962772785622593
acc_00090,acc_01452,device_id,MacOS,1043.3666666666666,0.000957518113050972
acc_00102,acc_00104,device_id,MacOS,12.8,0.07246376811594203
acc_00102,acc_00121,device_id,MacOS,8.683333333333334,0.10327022375215146
acc_00102,acc_00246,device_id,MacOS,33.65,0.02886002886002886
acc_00102,acc_00279,device_id,MacOS,47.233333333333334,0.02073255010366275
acc_00102,acc_00294,device_id,MacOS,53.083333333333336,0.018489984591679505
acc_00102,acc_00302,device_id,MacOS,55.833333333333336,0.01759530791788856
acc_00102,acc_00303,device_id,MacOS,56.28333333333333,0.017457084666860634
acc_00102,acc_00364,device_id,MacOS,88.3,0.011198208286674132
acc_00102,acc_00378,device_id,MacOS,98.81666666666666,0.010018367006177994
acc_00102,acc_00388,device_id,MacOS,104.4,0.009487666034155597
acc_00102,acc_00445,device_id,MacOS,138.96666666666667,0.00714455822814956
acc_00102,acc_00485,device_id,MacOS,174.3,0.005704506560182544
acc_00102,acc_00488,device_id,MacOS,176.0,0.005649717514124294
acc_00102,acc_00510,device_id,MacOS,186.06666666666666,0.005345687811831789
acc_00102,acc_00519,device_id,MacOS,89.41666666666667,0.011059907834101382
acc_00102,acc_00564,device_id,MacOS,239.56666666666666,0.004156851877511431
acc_00102,acc_00795,device_id,MacOS,716.7166666666667,0.001393307479738987
acc_00102,acc_00848,device_id,MacOS,747.45,0.0013360945954973612
acc_00102,acc_00862,device_id,MacOS,757.2333333333333,0.0013188552336571855
acc_00102,acc_00875,device_id,MacOS,764.8833333333333,0.0013056818923682894
acc_00102,acc_00905,device_id,MacOS,784.7833333333333,0.0012726154368252487
acc_00102,acc_01000,device_id,MacOS,844.3666666666667,0.0011829186546271834
acc_00102,acc_01026,device_id,MacOS,856.6333333333333,0.0011659994558669206
acc_00102,acc_01186,device_id,MacOS,922.3166666666667,0.0010830520406505532
acc_00102,acc_01201,device_id,MacOS,928.45,0.0010759051051697239
acc_00102,acc_01239,device_id,MacOS,942.8166666666667,0.0010595278037754507
acc_00102,acc_01282,device_id,MacOS,957.95,0.0010428072370822254
acc_00102,acc_01286,device_id,MacOS,961.5333333333333,0.00103892505887242
acc_00102,acc_01315,device_id,MacOS,972.2833333333333,0.0010274500402417933
acc_00102,acc_01358,device_id,MacOS,988.55,0.0010105603557172453
acc_00102,acc_01376,device_id,MacOS,994.3,0.0010047221943132725
acc_00102,acc_01418,device_id,MacOS,1013.6,0.0009856100926473486
acc_00102,acc_01436,device_id,MacOS,1018.5,0.000980872976949485
acc_00102,acc_01452,device_id,MacOS,1024.2,0.0009754194303550526
acc_00104,acc_00121,device_id,MacOS,3.316666666666667,0.23166023166023167
acc_00104,acc_00246,device_id,MacOS,46.45,0.02107481559536354
acc_00104,acc_00279,device_id,MacOS,60.03333333333333,0.016384489350081924
acc_00104,acc_00294,device_id,MacOS,65.88333333333334,0.014951407924246199
acc_00104,acc_00302,device_id,MacOS,68.63333333333334,0.014360938247965532
acc_00104,acc_00303,device_id,MacOS,0.016666666666666666,0.9836065573770493
acc_00104,acc_00364,device_id,MacOS,101.1,0.009794319294809012
acc_00104,acc_00378,device_id,MacOS,111.61666666666666,0.008879680331508067
acc_00104,acc_00388,device_id,MacOS,117.2,0.008460236886632826
acc_00104,acc_00445,device_id,MacOS,151.76666666666668,0.0065459306131355
acc_00104,acc_00485,device_id,MacOS,187.1,0.00531632110579479
acc_00104,acc_00488,device_id,MacOS,188.8,0.005268703898840885
acc_00104,acc_00510,device_id,MacOS,198.86666666666667,0.005003335557038025
acc_00104,acc_00519,device_id,MacOS,102.21666666666667,0.009688357823348943
acc_00104,acc_00564,device_id,MacOS,252.36666666666667,0.003946849098802789
acc_00104,acc_00795,device_id,MacOS,96.48333333333333,0.010258163788681825
acc_00104,acc_00848,device_id,MacOS,65.75,0.0149812734082397
acc_00104,acc_00862,device_id,MacOS,55.96666666666667,0.017554125219426564
acc_00104,acc_00875,device_id,MacOS,6.7,0.12987012987012986
acc_00104,acc_00905,device_id,MacOS,28.416666666666668,0.03399433427762039
acc_00104,acc_01000,device_id,MacOS,31.166666666666668,0.0310880829015544
acc_00104,acc_01026,device_id,MacOS,43.43333333333333,0.022505626406601652
acc_00104,acc_01186,device_id,MacOS,109.11666666666666,0.00908127743302558
acc_00104,acc_01201,device_id,MacOS,115.25,0.008602150537634409
acc_00104,acc_01239,device_id,MacOS,129.61666666666667,0.007655990812811024
acc_00104,acc_01282,device_id,MacOS,144.75,0.00686106346483705
acc_00104,acc_01286,device_id,MacOS,148.33333333333334,0.006696428571428571
acc_00104,acc_01315,device_id,MacOS,159.08333333333334,0.006246746486205101
acc_00104,acc_01358,device_id,MacOS,175.35,0.005670541536716756
acc_00104,acc_01376,device_id,MacOS,181.1,0.0054914881933003845
acc_00104,acc_01418,device_id,MacOS,200.4,0.004965243296921549
acc_00104,acc_01436,device_id,MacOS,205.3,0.004847309743092583
acc_00104,acc_01452,device_id,MacOS,211.0,0.0047169811320754715
acc_00121,acc_00246,device_id,MacOS,42.333333333333336,0.023076923076923075
acc_00121,acc_00279,device_id,MacOS,55.916666666666664,0.017569546120058566
acc_00121,acc_00294,device_id,MacOS,61.766666666666666,0.015932023366967606
acc_00121,acc_00302,device_id,MacOS,64.51666666666667,0.015263291783261256
acc_00121,acc_00303,device_id,MacOS,64.96666666666667,0.015159171298635674
acc_00121,acc_00364,device_id,MacOS,96.98333333333333,0.010205817315870046
acc_00121,acc_00378,device_id,MacOS,107.5,0.009216589861751152
acc_00121,acc_00388,device_id,MacOS,113.08333333333333,0.008765522279035792
acc_00121,acc_00445,device_id,MacOS,147.65,0.006727211570803902
acc_00121,acc_00485,device_id,MacOS,182.98333333333332,0.005435274934323762
acc_00121,acc_00488,device_id,MacOS,184.68333333333334,0.005385512970110403
acc_00121,acc_00510,device_id,MacOS,194.75,0.005108556832694764
acc_00121,acc_00519,device_id,MacOS,98.1,0.010090817356205853
acc_00121,acc_00564,device_id,MacOS,248.25,0.004012036108324975
acc_00121,acc_00795,device_id,MacOS,725.4,0.0013766519823788547
acc_00121,acc_00848,device_id,MacOS,756.1333333333333,0.001320771330456987
acc_00121,acc_00862,device_id,MacOS,765.9166666666666,0.0013039226339237205
acc_00121,acc_00875,device_id,MacOS,773.5666666666667,0.0012910444549640659
acc_00121,acc_00905,device_id,MacOS,793.4666666666667,0.0012587060501804146
acc_00121,acc_01000,device_id,MacOS,853.05,0.0011708916339792752
acc_00121,acc_01026,device_id,MacOS,865.3166666666667,0.0011543123184362914
acc_00121,acc_01186,device_id,MacOS,931.0,0.001072961373390558
acc_00121,acc_01201,device_id,MacOS,937.1333333333333,0.0010659465605457647
acc_00121,acc_01239,device_id,MacOS,951.5,0.0010498687664041995
acc_00121,acc_01282,device_id,MacOS,966.6333333333333,0.0010334493093113782
acc_00121,acc_01286,device_id,MacOS,970.2166666666667,0.0010296363667564737
acc_00121,acc_01315,device_id,MacOS,980.9666666666667,0.0010183645066023964
acc_00121,acc_01358,device_id,MacOS,997.2333333333333,0.0010017697933014994
acc_00121,acc_01376,device_id,MacOS,1002.9833333333333,0.0009960324706585434
acc_00121,acc_01418,device_id,MacOS,1022.2833333333333,0.0009772464452660553
acc_00121,acc_01436,device_id,MacOS,1027.1833333333334,0.0009725891945340486
acc_00121,acc_01452,device_id,MacOS,1032.8833333333334,0.0009672271210484741
acc_00246,acc_00279,device_id,MacOS,13.583333333333334,0.06857142857142857
acc_00246,acc_00294,device_id,MacOS,19.433333333333334,0.048939641109298535
acc_00246,acc_00302,device_id,MacOS,22.183333333333334,0.043134435657800146
acc_00246,acc_00303,device_id,MacOS,22.633333333333333,0.042313117066290554
acc_00246,acc_00364,device_id,MacOS,54.65,0.017969451931716084
acc_00246,acc_00378,device_id,MacOS,65.16666666666667,0.015113350125944584
acc_00246,acc_00388,device_id,MacOS,70.75,0.013937282229965157
acc_00246,acc_00445,device_id,MacOS,105.31666666666666,0.009405862987929142
acc_00246,acc_00485,device_id,MacOS,140.65,0.0070596540769502295
acc_00246,acc_00488,device_id,MacOS,142.35,0.006975933031042902
acc_00246,acc_00510,device_id,MacOS,152.41666666666666,0.006518196632265074
acc_00246,acc_00519,device_id,MacOS,55.766666666666666,0.017615971814445096
acc_00246,acc_00564,device_id,MacOS,205.91666666666666,0.004832863471606928
acc_00246,acc_00795,device_id,MacOS,683.0666666666667,0.0014618458239937626
acc_00246,acc_00848,device_id,MacOS,713.8,0.001398992725237829
acc_00246,acc_00862,device_id,MacOS,723.5833333333334,0.0013801035077630822
acc_00246,acc_00875,device_id,MacOS,731.2333333333333,0.001365684890972823
acc_00246,acc_00905,device_id,MacOS,751.1333333333333,0.0013295514979613544
acc_00246,acc_01000,device_id,MacOS,810.7166666666667,0.001231956963636737
acc_00246,acc_01026,device_id,MacOS,822.9833333333333,0.001213616780274682
acc_00246,acc_01186,device_id,MacOS,888.6666666666666,0.0011240164855751218
acc_00246,acc_01201,device_id,MacOS,894.8,0.0011163206072784104
acc_00246,acc_01239,device_id,MacOS,909.1666666666666,0.0010986998718183483
acc_00246,acc_01282,device_id,MacOS,924.3,0.0010807305738679347
acc_00246,acc_01286,device_id,MacOS,927.8833333333333,0.001076561462688174
acc_00246,acc_01315,device_id,MacOS,938.6333333333333,0.0010642449182305155
acc_00246,acc_01358,device_id,MacOS,954.9,0.001046134532900931
acc_00246,acc_01376,device_id,MacOS,960.65,0.0010398793739926169
acc_00246,acc_01418,device_id,MacOS,979.95,0.0010194199500484225
acc_00246,acc_01436,device_id,MacOS,984.85,0.0010143530963128264
acc_00246,acc_01452,device_id,MacOS,990.55,0.00100852201099289
acc_00279,acc_00294,device_id,MacOS,0.13333333333333333,0.8823529411764706
acc_00279,acc_00302,device_id,MacOS,2.8833333333333333,0.2575107296137339
acc_00279,acc_00303,device_id,MacOS,3.3333333333333335,0.23076923076923073
acc_00279,acc_00364,device_id,MacOS,35.35,0.027510316368638238
acc_00279,acc_00378,device_id,MacOS,45.86666666666667,0.021337126600284494
acc_00279,acc_00388,device_id,MacOS,51.45,0.019065776930409912
acc_00279,acc_00445,device_id,MacOS,86.01666666666667,0.011492051331162613
acc_00279,acc_00485,device_id,MacOS,121.35,0.008173273395995096
acc_00279,acc_00488,device_id,MacOS,123.05,0.008061265618702136
acc_00279,acc_00510,device_id,MacOS,133.11666666666667,0.007456194855225549
acc_00279,acc_00519,device_id,MacOS,36.46666666666667,0.02669039145907473
acc_00279,acc_00564,device_id,MacOS,186.61666666666667,0.005330016878386782
acc_00279,acc_00795,device_id,MacOS,663.7666666666667,0.001504287218572933
acc_00279,acc_00848,device_id,MacOS,694.5,0.0014378145219266715
acc_00279,acc_00862,device_id,MacOS,704.2833333333333,0.0014178698868067207
acc_00279,acc_00875,device_id,MacOS,711.9333333333333,0.001402655694782121
acc_00279,acc_00905,device_id,MacOS,731.8333333333334,0.001364566750056857
acc_00279,acc_01000,device_id,MacOS,791.4166666666666,0.0012619623514565149
acc_00279,acc_01026,device_id,MacOS,803.6833333333333,0.0012427248814233342
acc_00279,acc_01186,device_id,MacOS,869.3666666666667,0.0011489410593236568
acc_00279,acc_01201,device_id,MacOS,875.5,0.0011409013120365088
acc_00279,acc_01239,device_id,MacOS,889.8666666666667,0.0011225024320886028
acc_00279,acc_01282,device_id,MacOS,905.0,0.0011037527593818985
acc_00279,acc_01286,device_id,MacOS,908.5833333333334,0.0010994044892349976
acc_00279,acc_01315,device_id,MacOS,919.3333333333334,0.0010865628395508873
acc_00279,acc_01358,device_id,MacOS,935.6,0.001067691650651292
acc_00279,acc_01376,device_id,MacOS,941.35,0.0010611768451212395
acc_00279,acc_01418,device_id,MacOS,960.65,0.0010398793739926169
acc_00279,acc_01436,device_id,MacOS,965.55,0.0010346076250581967
acc_00279,acc_01452,device_id,MacOS,971.25,0.0010285420416559527
acc_00294,acc_00302,device_id,MacOS,2.75,0.26666666666666666
acc_00294,acc_00303,device_id,MacOS,3.2,0.23809523809523808
acc_00294,acc_00364,device_id,MacOS,35.21666666666667,0.027611596870685685
acc_00294,acc_00378,device_id,MacOS,45.733333333333334,0.021398002853067047
acc_00294,acc_00388,device_id,MacOS,51.31666666666667,0.01911436763300414
acc_00294,acc_00445,device_id,MacOS,85.88333333333334,0.011509687320161135
acc_00294,acc_00485,device_id,MacOS,121.21666666666667,0.00818219009954998
acc_00294,acc_00488,device_id,MacOS,122.91666666666667,0.008069939475453933
acc_00294,acc_00510,device_id,MacOS,132.98333333333332,0.0074636148774723235
acc_00294,acc_00519,device_id,MacOS,36.333333333333336,0.026785714285714284
acc_00294,acc_00564,device_id,MacOS,186.48333333333332,0.005333807449551071
acc_00294,acc_00795,device_id,MacOS,663.6333333333333,0.0015045889964391394
acc_00294,acc_00848,device_id,MacOS,694.3666666666667,0.0014380902161928958
acc_00294,acc_00862,device_id,MacOS,704.15,0.0014181379848259236
acc_00294,acc_00875,device_id,MacOS,711.8,0.0014029180695847364
acc_00294,acc_00905,device_id,MacOS,731.7,0.0013648150675583458
acc_00294,acc_01000,device_id,MacOS,791.2833333333333,0.0012621747270547153
acc_00294,acc_01026,device_id,MacOS,803.55,0.0012429308308992606
acc_00294,acc_01186,device_id,MacOS,869.2333333333333,0.0011491170950319836
acc_00294,acc_01201,device_id,MacOS,875.3666666666667,0.001141074892548781
acc_00294,acc_01239,device_id,MacOS,889.7333333333333,0.001122670458797994
acc_00294,acc_01282,device_id,MacOS,904.8666666666667,0.001103915219311157
acc_00294,acc_01286,device_id,MacOS,908.45,0.0010995656715597339
acc_00294,acc_01315,device_id,MacOS,919.2,0.0010867202782003911
acc_00294,acc_01358,device_id,MacOS,935.4666666666667,0.0010678436676870506
acc_00294,acc_01376,device_id,MacOS,941.2166666666667,0.0010613270125413474
acc_00294,acc_01418,device_id,MacOS,960.5166666666667,0.0010400235738676742
acc_00294,acc_01436,device_id,MacOS,965.4166666666666,0.0010347503664740881
acc_00294,acc_01452,device_id,MacOS,971.1166666666667,0.001028683114166681
acc_00302,acc_00303,device_id,MacOS,0.45,0.6896551724137931
acc_00302,acc_00364,device_id,MacOS,32.46666666666667,0.0298804780876494
acc_00302,acc_00378,device_id,MacOS,42.983333333333334,0.022735884804850323
acc_00302,acc_00388,device_id,MacOS,48.56666666666667,0.020174848688634835
acc_00302,acc_00445,device_id,MacOS,83.13333333333334,0.011885895404120442
acc_00302,acc_00485,device_id,MacOS,118.46666666666667,0.008370535714285714
acc_00302,acc_00488,device_id,MacOS,120.16666666666667,0.008253094910591471
acc_00302,acc_00510,device_id,MacOS,130.23333333333332,0.007620015240030481
acc_00302,acc_00519,device_id,MacOS,33.583333333333336,0.028915662650602407
acc_00302,acc_00564,device_id,MacOS,183.73333333333332,0.005413208228076507
acc_00302,acc_00795,device_id,MacOS,660.8833333333333,0.0015108402790018382
acc_00302,acc_00848,device_id,MacOS,691.6166666666667,0.001443800081815338
acc_00302,acc_00862,device_id,MacOS,701.4,0.0014236902050113896
acc_00302,acc_00875,device_id,MacOS,709.05,0.0014083515245405253
acc_00302,acc_00905,device_id,MacOS,728.95,0.0013699568463593397
acc_00302,acc_01000,device_id,MacOS,788.5333333333333,0.0012665709701933632
acc_00302,acc_01026,device_id,MacOS,800.8,0.001247193813918683
acc_00302,acc_01186,device_id,MacOS,866.4833333333333,0.0011527598993256354
acc_00302,acc_01201,device_id,MacOS,872.6166666666667,0.0011446668065703874
acc_00302,acc_01239,device_id,MacOS,886.9833333333333,0.001126147262523696
acc_00302,acc_01282,device_id,MacOS,902.1166666666667,0.00110727665307177
acc_00302,acc_01286,device_id,MacOS,905.7,0.0011029006286533583
acc_00302,acc_01315,device_id,MacOS,916.45,0.001089977655458063
acc_00302,acc_01358,device_id,MacOS,932.7166666666667,0.0010709887010692037
acc_00302,acc_01376,device_id,MacOS,938.4666666666667,0.0010644337212602894
acc_00302,acc_01418,device_id,MacOS,957.7666666666667,0.001043006640475611
acc_00302,acc_01436,device_id,MacOS,962.6666666666666,0.0010377032168799724
acc_00302,acc_01452,device_id,MacOS,968.3666666666667,0.001031601389223204
acc_00303,acc_00364,device_id,MacOS,32.016666666666666,0.03028773346794548
acc_00303,acc_00378,device_id,MacOS,42.53333333333333,0.022970903522205207
acc_00303,acc_00388,device_id,MacOS,48.11666666666667,0.02035968781812012
acc_00303,acc_00445,device_id,MacOS,82.68333333333334,0.011949810794662417
acc_00303,acc_00485,device_id,MacOS,118.01666666666667,0.008402184567987676
acc_00303,acc_00488,device_id,MacOS,119.71666666666667,0.008283860278889962
acc_00303,acc_00510,device_id,MacOS,129.78333333333333,0.007646234229641902
acc_00303,acc_00519,device_id,MacOS,33.13333333333333,0.029296875
acc_00303,acc_00564,device_id,MacOS,183.28333333333333,0.005426426698019354
acc_00303,acc_00795,device_id,MacOS,96.46666666666667,0.010259917920656635
acc_00303,acc_00848,device_id,MacOS,65.73333333333333,0.014985014985014984
acc_00303,acc_00862,device_id,MacOS,55.95,0.01755926251097454
acc_00303,acc_00875,device_id,MacOS,6.683333333333334,0.1301518438177874
acc_00303,acc_00905,device_id,MacOS,28.4,0.034013605442176874
acc_00303,acc_01000,device_id,MacOS,31.183333333333334,0.031071983428275503
acc_00303,acc_01026,device_id,MacOS,43.45,0.02249718785151856
acc_00303,acc_01186,device_id,MacOS,109.13333333333334,0.009079903147699757
acc_00303,acc_01201,device_id,MacOS,115.26666666666667,0.008600917431192661
acc_00303,acc_01239,device_id,MacOS,129.63333333333333,0.007655014034192396
acc_00303,acc_01282,device_id,MacOS,144.76666666666668,0.006860278984678709
acc_00303,acc_01286,device_id,MacOS,148.35,0.006695681285570807
acc_00303,acc_01315,device_id,MacOS,159.1,0.006246096189881325
acc_00303,acc_01358,device_id,MacOS,175.36666666666667,0.0056700056700056695
acc_00303,acc_01376,device_id,MacOS,181.11666666666667,0.00549098563192093
acc_00303,acc_01418,device_id,MacOS,200.41666666666666,0.004964832436905255
acc_00303,acc_01436,device_id,MacOS,205.31666666666666,0.004846918167864932
acc_00303,acc_01452,device_id,MacOS,211.01666666666668,0.004716610329376621
acc_00364,acc_00378,device_id,MacOS,5.216666666666667,0.16085790884718498
acc_00364,acc_00388,device_id,MacOS,10.8,0.0847457627118644
acc_00364,acc_00445,device_id,MacOS,45.36666666666667,0.021567217828900073
acc_00364,acc_00485,device_id,MacOS,80.7,0.012239902080783353
acc_00364,acc_00488,device_id,MacOS,82.4,0.011990407673860911
acc_00364,acc_00510,device_id,MacOS,92.46666666666667,0.010699001426533523
acc_00364,acc_00519,device_id,MacOS,1.1166666666666667,0.47244094488188976
acc_00364,acc_00564,device_id,MacOS,145.96666666666667,0.006804264005443411
acc_00364,acc_00795,device_id,MacOS,623.1166666666667,0.0016022645338745426
acc_00364,acc_00848,device_id,MacOS,653.85,0.001527067267313125
acc_00364,acc_00862,device_id,MacOS,663.6333333333333,0.0015045889964391394
acc_00364,acc_00875,device_id,MacOS,671.2833333333333,0.0014874680814140864
acc_00364,acc_00905,device_id,MacOS,691.1833333333333,0.0014447039560809998
acc_00364,acc_01000,device_id,MacOS,750.7666666666667,0.0013301999733960005
acc_00364,acc_01026,device_id,MacOS,763.0333333333333,0.0013088434186990098
acc_00364,acc_01186,device_id,MacOS,828.7166666666667,0.0012052307012433963
acc_00364,acc_01201,device_id,MacOS,834.85,0.001196386911527188
acc_00364,acc_01239,device_id,MacOS,849.2166666666667,0.0011761707799972556
acc_00364,acc_01282,device_id,MacOS,864.35,0.0011556017796267406
acc_00364,acc_01286,device_id,MacOS,867.9333333333333,0.0011508362743593678
acc_00364,acc_01315,device_id,MacOS,878.6833333333333,0.0011367727022981756
acc_00364,acc_01358,device_id,MacOS,894.95,0.0011161337128187956
acc_00364,acc_01376,device_id,MacOS,900.7,0.0011090163025396472
acc_00364,acc_01418,device_id,MacOS,920.0,0.0010857763300760044
acc_00364,acc_01436,device_id,MacOS,924.9,0.0010800302408467436
acc_00364,acc_01452,device_id,MacOS,930.6,0.00107342206955775
acc_00378,acc_00388,device_id,MacOS,5.583333333333333,0.1518987341772152
acc_00378,acc_00445,device_id,MacOS,40.15,0.024301336573511544
acc_00378,acc_00485,device_id,MacOS,75.48333333333333,0.013074743952930921
acc_00378,acc_00488,device_id,MacOS,77.18333333333334,0.012790449797484544
acc_00378,acc_00510,device_id,MacOS,87.25,0.0113314447592068
acc_00378,acc_00519,device_id,MacOS,9.4,0.09615384615384615
acc_00378,acc_00564,device_id,MacOS,140.75,0.007054673721340388
acc_00378,acc_00795,device_id,MacOS,617.9,0.0016157699143641946
acc_00378,acc_00848,device_id,MacOS,648.6333333333333,0.0015393298783929396
acc_00378,acc_00862,device_id,MacOS,658.4166666666666,0.0015164918488563125
acc_00378,acc_00875,device_id,MacOS,666.0666666666667,0.001499100539676194
acc_00378,acc_00905,device_id,MacOS,685.9666666666667,0.0014556747052258722
acc_00378,acc_01000,device_id,MacOS,745.55,0.0013394950103810864
acc_00378,acc_01026,device_id,MacOS,757.8166666666667,0.0013178413758263962
acc_00378,acc_01186,device_id,MacOS,823.5,0.001212856276531231
acc_00378,acc_01201,device_id,MacOS,829.6333333333333,0.0012039006380673383
acc_00378,acc_01239,device_id,MacOS,844.0,0.001183431952662722
acc_00378,acc_01282,device_id,MacOS,859.1333333333333,0.0011626104479925594
acc_00378,acc_01286,device_id,MacOS,862.7166666666667,0.0011577870829554443
acc_00378,acc_01315,device_id,MacOS,873.4666666666667,0.0011435541663490127
acc_00378,acc_01358,device_id,MacOS,889.7333333333333,0.001122670458797994
acc_00378,acc_01376,device_id,MacOS,895.4833333333333,0.0011154697057019092
acc_00378,acc_01418,device_id,MacOS,914.7833333333333,0.0010919613445684023
acc_00378,acc_01436,device_id,MacOS,919.6833333333333,0.0010861497800546695
acc_00378,acc_01452,device_id,MacOS,925.3833333333333,0.0010794667434287461
acc_00388,acc_00445,device_id,MacOS,34.56666666666667,0.02811621368322399
acc_00388,acc_00485,device_id,MacOS,69.9,0.014104372355430182
acc_00388,acc_00488,device_id,MacOS,71.6,0.013774104683195593
acc_00388,acc_00510,device_id,MacOS,81.66666666666667,0.012096774193548387
acc_00388,acc_00519,device_id,MacOS,14.983333333333333,0.06256517205422316
acc_00388,acc_00564,device_id,MacOS,135.16666666666666,0.0073439412484700125
acc_00388,acc_00795,device_id,MacOS,66.13333333333334,0.014895729890764646
