account_id,ml_risk_score,was_in_test_set
acc_00175,0.09640623997629084,False
acc_00176,0.09640623997629084,False
acc_00177,0.09640623997629084,False
acc_00178,0.1279200484295292,False
acc_00179,0.09640623997629084,False
acc_00180,0.09640623997629084,False
acc_00181,0.09640623997629084,False
acc_00182,0.04418271466456845,False
acc_00183,0.18058281030243653,False
acc_00184,0.09640623997629084,False
acc_00185,0.04418271466456845,False
acc_00186,0.35151711006828057,False
acc_00187,0.09640623997629084,False
acc_00188,0.17067934770265647,False
acc_00189,0.09640623997629084,False
acc_00190,0.09640623997629084,False
acc_00191,0.09640623997629084,True
acc_00192,0.09640623997629084,True
acc_00193,0.19566010831682182,False
acc_00194,0.09640623997629084,True
acc_00195,0.25283857493244916,True
acc_00196,0.09640623997629084,False
acc_00197,0.09640623997629084,False
acc_00198,0.05451066374394327,False
acc_00199,0.026237800397983277,False
acc_00200,0.09640623997629084,False
acc_00201,0.19602290873278605,False
acc_00202,0.09640623997629084,False
acc_00203,0.09640623997629084,True
acc_00204,0.09640623997629084,False
acc_00205,0.09640623997629084,False
acc_00206,0.09640623997629084,True
acc_00207,0.09640623997629084,True
acc_00208,0.09640623997629084,True
acc_00209,0.2747726678181514,False
acc_00210,0.2391110670526518,False
acc_00211,0.14481264838915486,True
acc_00212,0.16293425925543883,True
acc_00213,0.026237800397983277,True
acc_00214,0.20764548904409522,False
acc_00215,0.28183800218044114,False
acc_00216,0.17067934770265647,False
acc_00217,0.09640623997629084,False
acc_00218,0.20058745444994894,False
acc_00219,0.030284083707941195,False
acc_00220,0.09640623997629084,False
acc_00221,0.09640623997629084,False
acc_00222,0.09640623997629084,True
acc_00223,0.1279200484295292,False
acc_00224,0.09640623997629084,False
acc_00225,0.2125893574211196,True
acc_00226,0.09640623997629084,False
acc_00227,0.09640623997629084,False
acc_00228,0.2195290459547737,False
acc_00229,0.26541556867610394,False
acc_00230,0.5472526928320682,False
acc_00231,0.09397092049799745,False
acc_00232,0.44695797696043443,True
acc_00233,0.11842362761176278,False
acc_00234,0.2748610857836793,False
acc_00235,0.09273991160401591,False
acc_00236,0.11842362761176278,True
acc_00237,0.09273991160401591,True
acc_00238,0.09273991160401591,False
acc_00239,0.2777424772891013,False
acc_00240,0.09273991160401591,False
acc_00241,0.4156387762670816,False
acc_00242,0.09273991160401591,False
acc_00243,0.22199669775868355,False
acc_00244,0.09273991160401591,False
acc_00245,0.034452847663813145,False
acc_00246,0.09273991160401591,False
acc_00247,0.22199669775868355,False
acc_00248,0.03829697982923631,True
acc_00249,0.09273991160401591,False
acc_00250,0.3230974481137722,False
acc_00251,0.09273991160401591,False
acc_00252,0.2916796814879204,False
acc_00253,0.09273991160401591,True
acc_00254,0.09273991160401591,False
acc_00255,0.09273991160401591,False
acc_00256,0.09273991160401591,False
acc_00257,0.09273991160401591,False
acc_00258,0.04794656570300579,False
acc_00259,0.09273991160401591,True
acc_00260,0.09273991160401591,True
acc_00261,0.09273991160401591,False
acc_00262,0.09273991160401591,False
acc_00263,0.09273991160401591,False
acc_00264,0.6389981147031902,False
acc_00265,0.22684300751725112,False
acc_00266,0.09273991160401591,False
acc_00267,0.09273991160401591,False
acc_00268,0.669014033366456,False
acc_00269,0.09464809858971511,False
acc_00270,0.09131668981373359,False
acc_00271,0.09131668981373359,True
acc_00272,0.1224699109217207,False
acc_00273,0.09131668981373359,False
acc_00274,0.09131668981373359,False
acc_00275,0.09131668981373359,False
acc_00276,0.09522139748267815,False
acc_00277,0.1224699109217207,False
acc_00278,0.3595412648782792,True
acc_00279,0.08522433707559357,False
acc_00280,0.5814308250277733,False
acc_00281,0.08725356607209887,False
acc_00282,0.2284572707399562,False
acc_00283,0.08725356607209887,False
acc_00284,0.2476163941419345,False
acc_00285,0.27426638466521586,False
acc_00286,0.09273991160401591,True
acc_00287,0.08725356607209887,False
acc_00288,0.08725356607209887,True
acc_00289,0.28233150368848847,False
acc_00290,0.08725356607209887,True
acc_00291,0.08725356607209887,False
acc_00292,0.28866827170862575,False
acc_00293,0.28233150368848847,False
acc_00294,0.08725356607209887,True
acc_00295,0.08725356607209887,False
acc_00296,0.13845005681773154,False
acc_00297,0.08725356607209887,False
acc_00298,0.08725356607209887,False
acc_00299,0.08725356607209887,True
acc_00300,0.28233150368848847,False
acc_00301,0.04044984278443815,False
acc_00302,0.08725356607209887,False
acc_00303,0.08538524773066694,False
acc_00304,0.042623776751639905,True
acc_00305,0.08725356607209887,False
acc_00306,0.08725356607209887,True
acc_00307,0.08725356607209887,False
acc_00308,0.08725356607209887,False
acc_00309,0.3227950420874347,False
acc_00310,0.08725356607209887,False
acc_00311,0.08725356607209887,False
acc_00312,0.08725356607209887,False
acc_00313,0.08725356607209887,False
acc_00314,0.026795293110643294,False
acc_00315,0.13845005681773154,False
acc_00316,0.28233150368848847,False
acc_00317,0.4083361565855235,True
acc_00318,0.08725356607209887,False
acc_00319,0.026795293110643294,False
acc_00320,0.08725356607209887,False
acc_00321,0.08725356607209887,False
acc_00322,0.08725356607209887,False
acc_00323,0.08725356607209887,False
acc_00324,0.08725356607209887,False
acc_00325,0.08011163764966309,False
acc_00326,0.08725356607209887,False
acc_00327,0.08725356607209887,True
acc_00328,0.04493280066991728,False
acc_00329,0.08725356607209887,True
acc_00330,0.08725356607209887,False
acc_00331,0.08725356607209887,False
acc_00332,0.04735187369198977,False
acc_00333,0.08725356607209887,False
acc_00334,0.08725356607209887,False
acc_00335,0.12619973394167802,False
acc_00336,0.08725356607209887,False
acc_00337,0.40157163535349616,False
acc_00338,0.1793955265891212,False
acc_00339,0.08725356607209887,False
acc_00340,0.08725356607209887,False
acc_00341,0.09640623997629084,False
acc_00342,0.08725356607209887,True
acc_00343,0.183623929905516,False
acc_00344,0.3147731180118643,False
acc_00345,0.08725356607209887,False
acc_00346,0.08725356607209887,False
acc_00347,0.1467350618311084,False
acc_00348,0.08725356607209887,False
acc_00349,0.08725356607209887,True
acc_00350,0.08725356607209887,False
acc_00351,0.08725356607209887,False
acc_00352,0.08725356607209887,False
acc_00353,0.08725356607209887,False
acc_00354,0.1793955265891212,False
acc_00355,0.4816046877580648,True
acc_00356,0.36522112868811685,False
acc_00357,0.08725356607209887,True
acc_00358,0.08725356607209887,False
acc_00359,0.08725356607209887,False
acc_00360,0.055583109106814896,False
acc_00361,0.08725356607209887,False
acc_00362,0.08725356607209887,False
acc_00363,0.1793955265891212,False
acc_00364,0.12619973394167802,False
acc_00365,0.08725356607209887,False
acc_00366,0.08725356607209887,False
acc_00367,0.08725356607209887,False
acc_00368,0.08725356607209887,False
acc_00369,0.08725356607209887,False
acc_00370,0.218509113444106,False
acc_00371,0.2498379491888091,False
acc_00372,0.08725356607209887,False
acc_00373,0.08725356607209887,False
acc_00374,0.08725356607209887,False
acc_00375,0.2646341901494242,False
acc_00376,0.08725356607209887,False
acc_00377,0.41712913470456525,False
acc_00378,0.08725356607209887,False
acc_00379,0.08725356607209887,False
acc_00380,0.08725356607209887,False
acc_00381,0.026795293110643294,False
acc_00382,0.12619973394167802,False
acc_00383,0.08725356607209887,False
acc_00384,0.04735187369198977,False
acc_00385,0.3946251314821428,False
acc_00386,0.08725356607209887,False
acc_00387,0.08725356607209887,False
acc_00388,0.026795293110643294,False
acc_00389,0.1793955265891212,False
acc_00390,0.2732303528835389,True
acc_00391,0.08725356607209887,True
acc_00392,0.286015101918288,False
acc_00393,0.08725356607209887,False
acc_00394,0.030841576420601216,False
acc_00395,0.13845005681773154,False
acc_00396,0.08725356607209887,True
acc_00397,0.4094566351101516,True
acc_00398,0.026795293110643294,True
acc_00399,0.08725356607209887,False
acc_00400,0.08725356607209887,True
acc_00401,0.08725356607209887,False
acc_00402,0.2498379491888091,False
acc_00403,0.08725356607209887,False
acc_00404,0.08725356607209887,True
acc_00405,0.08725356607209887,True
acc_00406,0.08725356607209887,False
acc_00407,0.08725356607209887,False
acc_00408,0.08725356607209887,False
acc_00409,0.08725356607209887,False
acc_00410,0.08725356607209887,True
acc_00411,0.28233150368848847,False
acc_00412,0.3724926565475845,False
acc_00413,0.08725356607209887,True
acc_00414,0.08725356607209887,True
acc_00415,0.08725356607209887,True
acc_00416,0.08725356607209887,True
acc_00417,0.13845005681773154,False
acc_00418,0.08895416009555088,False
acc_00419,0.08725356607209887,True
acc_00420,0.08725356607209887,False
acc_00421,0.08725356607209887,False
acc_00422,0.30972166142518265,False
acc_00423,0.08725356607209887,False
acc_00424,0.08725356607209887,False
acc_00425,0.08725356607209887,False
acc_00426,0.08954871324791432,False
acc_00427,0.2836297130673028,False
acc_00428,0.5429285641692464,False
acc_00429,0.09141996345060606,False
acc_00430,0.1398853788843039,False
acc_00431,0.09141996345060606,False
acc_00432,0.3044225957843679,True
acc_00433,0.09141996345060606,False
acc_00434,0.214977394003297,False
acc_00435,0.17579555553989393,False
acc_00436,0.15169855249202063,False
acc_00437,0.1613806986594042,False
acc_00438,0.09141996345060606,False
acc_00439,0.09141996345060606,False
acc_00440,0.09141996345060606,False
acc_00441,0.09141996345060606,False
acc_00442,0.09141996345060606,False
acc_00443,0.09141996345060606,False
acc_00444,0.12778022390809807,False
acc_00445,0.09141996345060606,False
acc_00446,0.3838317942064726,False
acc_00447,0.09141996345060606,False
acc_00448,0.09141996345060606,False
acc_00449,0.09141996345060606,False
acc_00450,0.09141996345060606,False
acc_00451,0.09141996345060606,True
acc_00452,0.09141996345060606,False
acc_00453,0.09141996345060606,False
acc_00454,0.09141996345060606,False
acc_00455,0.12778022390809807,True
acc_00456,0.1534404449841618,False
acc_00457,0.2806897094869271,False
acc_00458,0.09141996345060606,False
acc_00459,0.38362595748206096,False
acc_00460,0.12778022390809807,False
acc_00461,0.09141996345060606,False
acc_00462,0.09141996345060606,False
acc_00463,0.09141996345060606,False
acc_00464,0.09141996345060606,False
acc_00465,0.09141996345060606,False
acc_00466,0.09141996345060606,True
acc_00467,0.09141996345060606,False
acc_00468,0.12778022390809807,False
acc_00469,0.22562829343220753,True
acc_00470,0.05321375131243711,False
acc_00471,0.12778022390809807,False
acc_00472,0.20649856511429474,False
acc_00473,0.29912318169186536,True
acc_00474,0.12778022390809807,False
acc_00475,0.2105912290470066,False
acc_00476,0.09141996345060606,False
acc_00477,0.09141996345060606,True
acc_00478,0.20649856511429474,False
acc_00479,0.09141996345060606,False
acc_00480,0.3080329010402898,True
acc_00481,0.09141996345060606,False
acc_00482,0.09141996345060606,False
acc_00483,0.09141996345060606,True
acc_00484,0.09141996345060606,False
acc_00485,0.09141996345060606,False
acc_00486,0.09141996345060606,True
acc_00487,0.09141996345060606,False
acc_00488,0.09141996345060606,True
acc_00489,0.30208516775296185,False
acc_00490,0.09141996345060606,False
acc_00491,0.16718098726720879,False
acc_00492,0.09141996345060606,False
acc_00493,0.09141996345060606,False
acc_00494,0.09141996345060606,False
acc_00495,0.12778022390809807,False
acc_00496,0.09141996345060606,False
acc_00497,0.09141996345060606,False
acc_00498,0.09141996345060606,True
acc_00499,0.04947520967135123,False
acc_00500,0.09141996345060606,False
acc_00501,0.28763432411368545,False
acc_00502,0.09141996345060606,True
acc_00503,0.09141996345060606,False
acc_00504,0.12778022390809807,False
acc_00505,0.04947520967135123,False
acc_00506,0.09141996345060606,True
acc_00507,0.09141996345060606,False
acc_00508,0.09141996345060606,False
acc_00509,0.11668960811625885,False
acc_00510,0.09141996345060606,False
acc_00511,0.2090362065147777,False
acc_00512,0.22760852255315112,False
acc_00513,0.4796463362478669,False
acc_00514,0.3987777219771856,False
acc_00515,0.39066457613022676,False
acc_00516,0.38452669125740213,False
acc_00517,0.38452669125740213,True
acc_00518,0.20358534472249865,False
acc_00519,0.08725356607209887,False
acc_00520,0.38452669125740213,False
acc_00521,0.3652099660546504,False
acc_00522,0.38452669125740213,False
acc_00523,0.38452669125740213,True
acc_00524,0.38452669125740213,True
acc_00525,0.38452669125740213,True
acc_00526,0.22374441582311078,False
acc_00527,0.20564181799344955,False
acc_00528,0.38452669125740213,False
acc_00529,0.38452669125740213,False
acc_00530,0.38452669125740213,False
acc_00531,0.3592088818211805,False
acc_00532,0.28613655664861637,False
acc_00533,0.38452669125740213,False
acc_00534,0.3928065912119269,False
acc_00535,0.3928065912119269,True
acc_00536,0.37654029649058546,False
acc_00537,0.20735363007864493,False
acc_00538,0.5488538867191312,False
acc_00539,0.5551760194406904,False
acc_00540,0.457378873974793,False
acc_00541,0.457378873974793,True
acc_00542,0.03948724395010414,False
acc_00543,0.412002259317815,False
acc_00544,0.32995448080242196,False
acc_00545,0.40388911347085615,False
acc_00546,0.40388911347085615,False
acc_00547,0.3249570340701348,False
acc_00548,0.40388911347085615,False
acc_00549,0.40388911347085615,False
acc_00550,0.40388911347085615,False
acc_00551,0.18490421687036523,False
acc_00552,0.46176580730887146,False
acc_00553,0.296186282900252,False
acc_00554,0.40388911347085615,False
acc_00555,0.40388911347085615,False
acc_00556,0.12028111400992697,False
acc_00557,0.37424941543623624,True
acc_00558,0.40388911347085615,False
acc_00559,0.0599908730342959,False
acc_00560,0.40388911347085615,False
acc_00561,0.40388911347085615,False
acc_00562,0.40388911347085615,False
acc_00563,0.37187926397329646,True
acc_00564,0.40388911347085615,False
acc_00565,0.40388911347085615,False
acc_00566,0.40388911347085615,False
acc_00567,0.40388911347085615,True
acc_00568,0.2121596640026925,False
acc_00569,0.40388911347085615,False
acc_00570,0.40388911347085615,False
acc_00571,0.1956610396986697,False
acc_00572,0.29893608498982294,False
acc_00573,0.40388911347085615,True
acc_00574,0.40388911347085615,False
acc_00575,0.46176580730887146,False
acc_00576,0.40388911347085615,False
acc_00577,0.3177902767855834,False
acc_00578,0.40388911347085615,False
acc_00579,0.20228508722368257,True
acc_00580,0.40388911347085615,True
acc_00581,0.40388911347085615,True
acc_00582,0.40388911347085615,True
acc_00583,0.40388911347085615,False
acc_00584,0.2478581093852954,False
acc_00585,0.40388911347085615,False
acc_00586,0.40388911347085615,False
acc_00587,0.15450970729164867,False
acc_00588,0.1459413350859907,False
acc_00589,0.40388911347085615,False
acc_00590,0.12028111400992697,False
acc_00591,0.40388911347085615,False
acc_00592,0.3349137954295185,False
acc_00593,0.40388911347085615,False
acc_00594,0.1943111694011818,True
acc_00595,0.1459413350859907,False
acc_00596,0.40388911347085615,False
acc_00597,0.40388911347085615,False
acc_00598,0.40388911347085615,False
acc_00599,0.40388911347085615,False
acc_00600,0.2201778046257502,False
acc_00601,0.15450970729164867,False
acc_00602,0.40703524215133596,False
acc_00603,0.3768099208417786,True
acc_00604,0.06742797599915212,False
acc_00605,0.4795278115440619,False
acc_00606,0.3496236499857666,False
acc_00607,0.4147674854954754,False
acc_00608,0.19590426084000329,False
acc_00609,0.44031898662885544,True
acc_00610,0.44031898662885544,False
acc_00611,0.4264065118073582,False
acc_00612,0.3267698349927274,False
acc_00613,0.5253236586260625,False
acc_00614,0.3835102956999456,False
acc_00615,0.402459053099064,False
acc_00616,0.6554213656224246,False
acc_00617,0.12309486183855686,False
acc_00618,0.6448706405997029,False
acc_00619,0.4609988308147455,False
acc_00620,0.4609988308147455,True
acc_00621,0.3904848513889491,False
acc_00622,0.31688543844079253,False
acc_00623,0.14424450497711647,False
acc_00624,0.13214718392495836,False
acc_00625,0.43280108119259725,False
acc_00626,0.4609988308147455,False
acc_00627,0.332084223967547,False
acc_00628,0.2817349046218853,True
acc_00629,0.4609988308147455,False
acc_00630,0.4609988308147455,False
acc_00631,0.22740399051358526,False
acc_00632,0.19457051694672578,True
acc_00633,0.38767804380121645,False
acc_00634,0.15551585563124656,False
acc_00635,0.4609988308147455,False
acc_00636,0.39786313545105295,False
acc_00637,0.4609988308147455,False
acc_00638,0.40275448467149794,False
acc_00639,0.4609988308147455,False
acc_00640,0.4318322422694909,False
acc_00641,0.6008517810065862,False
acc_00642,0.4609988308147455,False
acc_00643,0.4609988308147455,True
acc_00644,0.6008517810065862,False
acc_00645,0.40881710156774653,False
acc_00646,0.4609988308147455,False
acc_00647,0.45865207243180994,True
acc_00648,0.3983062983532313,False
acc_00649,0.4609988308147455,False
acc_00650,0.4609988308147455,False
acc_00651,0.12086389617720253,False
acc_00652,0.31024554008868904,True
acc_00653,0.4609988308147455,False
acc_00654,0.13214718392495836,False
acc_00655,0.4609988308147455,False
acc_00656,0.4609988308147455,False
acc_00657,0.44345074328598066,False
acc_00658,0.4609988308147455,False
acc_00659,0.37063913849973845,True
acc_00660,0.4609988308147455,True
acc_00661,0.4609988308147455,True
acc_00662,0.4609988308147455,True
acc_00663,0.4347868444605756,False
acc_00664,0.5143484996458902,False
acc_00665,0.20567513516777391,True
acc_00666,0.5932906862727529,False
acc_00667,0.5932906862727529,True
acc_00668,0.41176177457357577,True
acc_00669,0.16255534419166595,True
acc_00670,0.5342495335983011,False
acc_00671,0.5270177073775967,False
acc_00672,0.2032538413053904,False
acc_00673,0.5375420418192547,False
acc_00674,0.5750729516810993,False
acc_00675,0.3773584432494544,False
acc_00676,0.4402881358969338,False
acc_00677,0.1984428351908823,False
acc_00678,0.39026219519867433,False
acc_00679,0.35484795226592025,False
acc_00680,0.35484795226592025,True
acc_00681,0.35484795226592025,True
acc_00682,0.13866878685635728,False
acc_00683,0.1385123675781621,False
acc_00684,0.500144837622917,False
acc_00685,0.3889676131719875,True
acc_00686,0.1808708631099419,False
acc_00687,0.35484795226592025,False
acc_00688,0.35484795226592025,False
acc_00689,0.35484795226592025,False
acc_00690,0.1984428351908823,False
acc_00691,0.35484795226592025,False
acc_00692,0.35484795226592025,False
acc_00693,0.35484795226592025,False
acc_00694,0.1385123675781621,False
acc_00695,0.19893905381728494,False
acc_00696,0.10273601244482392,False
acc_00697,0.35484795226592025,False
acc_00698,0.35484795226592025,False
acc_00699,0.35484795226592025,False
acc_00700,0.3299235930796703,False
acc_00701,0.3361672591487328,False
acc_00702,0.35484795226592025,False
acc_00703,0.35484795226592025,True
acc_00704,0.35484795226592025,False
acc_00705,0.7369732706674852,False
acc_00706,0.08312287171321944,True
acc_00707,0.3567678668681373,False
acc_00708,0.3567678668681373,False
acc_00709,0.3567678668681373,True
acc_00710,0.3567678668681373,True
acc_00711,0.3567678668681373,False
acc_00712,0.19816056471595445,False
acc_00713,0.3567678668681373,False
acc_00714,0.2285437455117057,True
acc_00715,0.19816056471595445,False
acc_00716,0.3567678668681373,False
acc_00717,0.3567678668681373,False
acc_00718,0.3567678668681373,False
acc_00719,0.3567678668681373,False
acc_00720,0.3567678668681373,False
acc_00721,0.3567678668681373,False
acc_00722,0.3567678668681373,True
acc_00723,0.42851900171661533,True
acc_00724,0.5348174759739107,False
acc_00725,0.19816056471595445,False
acc_00726,0.3567678668681373,True
acc_00727,0.1382300971032342,False
acc_00728,0.7879346505630039,False
acc_00729,0.3567678668681373,False
acc_00730,0.19489329404777778,False
acc_00731,0.44178706945430596,False
acc_00732,0.24869612298934585,False
acc_00733,0.3567678668681373,False
acc_00734,0.19489329404777778,True
acc_00735,0.04785084284014378,False
acc_00736,0.3567678668681373,False
acc_00737,0.3567678668681373,False
acc_00738,0.3567678668681373,False
acc_00739,0.3567678668681373,False
acc_00740,0.3039071790623371,False
acc_00741,0.3567678668681373,False
acc_00742,0.34401594393754265,False
acc_00743,0.3567678668681373,False
acc_00744,0.44507945627855094,True
acc_00745,0.3567678668681373,False
acc_00746,0.3567678668681373,False
acc_00747,0.3617678668681373,False
acc_00748,0.636115348654158,False
acc_00749,0.38830422040846707,False
acc_00750,0.48493220873955456,False
acc_00751,0.47815188586160834,False
acc_00752,0.47815188586160834,True
acc_00753,0.4663552527893532,False
acc_00754,0.15190428820247734,False
acc_00755,0.41657504148480795,False
acc_00756,0.14080812845421709,True
acc_00757,0.14080812845421709,False
acc_00758,0.14080812845421709,False
acc_00759,0.14080812845421709,False
acc_00760,0.32164412939580783,False
acc_00761,0.4417314773987257,False
acc_00762,0.14080812845421709,False
acc_00763,0.14080812845421709,False
acc_00764,0.468325186599808,False
acc_00765,0.5270003060175816,False
acc_00766,0.13762661103030885,False
acc_00767,0.13762661103030885,False
acc_00768,0.13762661103030885,False
acc_00769,0.7357355150205506,False
acc_00770,0.13762661103030885,True
acc_00771,0.13762661103030885,False
acc_00772,0.2415418039956705,False
acc_00773,0.09551526828389488,False
acc_00774,0.2624843846059318,False
acc_00775,0.13762661103030885,True
acc_00776,0.13762661103030885,True
acc_00777,0.13762661103030885,True
acc_00778,0.4548583231093618,False
acc_00779,0.43605718686787087,True
acc_00780,0.13762661103030885,False
acc_00781,0.13762661103030885,False
acc_00782,0.5055581308612273,False
acc_00783,0.13762661103030885,False
acc_00784,0.13762661103030885,False
acc_00785,0.13762661103030885,False
acc_00786,0.13762661103030885,False
acc_00787,0.13762661103030885,False
acc_00788,0.13762661103030885,False
acc_00789,0.2728643916450424,False
acc_00790,0.13762661103030885,False
acc_00791,0.7357355150205506,True
acc_00792,0.13762661103030885,False
acc_00793,0.13762661103030885,False
acc_00794,0.13762661103030885,True
acc_00795,0.13762661103030885,False
acc_00796,0.13762661103030885,False
acc_00797,0.13762661103030885,True
acc_00798,0.19145509437720712,False
acc_00799,0.04199690247226374,False
acc_00800,0.1725844607387057,False
acc_00801,0.13762661103030885,False
acc_00802,0.38350213191001076,False
acc_00803,0.13762661103030885,True
acc_00804,0.13762661103030885,True
acc_00805,0.13762661103030885,False
acc_00806,0.13762661103030885,False
acc_00807,0.13762661103030885,True
acc_00808,0.13762661103030885,False
acc_00809,0.13762661103030885,False
acc_00810,0.488939104368589,False
acc_00811,0.13762661103030885,False
acc_00812,0.13762661103030885,False
acc_00813,0.7357355150205506,False
acc_00814,0.13762661103030885,False
acc_00815,0.13762661103030885,False
acc_00816,0.13762661103030885,False
acc_00817,0.3818257511486107,False
acc_00818,0.13762661103030885,False
acc_00819,0.7357355150205506,True
acc_00820,0.13762661103030885,False
acc_00821,0.13762661103030885,False
